customer_key,customer_id,acquisition_date,acquisition_channel_key,region
6020,CUST006020,2022-08-25,5,Midwest
6021,CUST006021,2022-08-25,5,Midwest
6022,CUST006022,2022-08-25,4,South
6023,CUST006023,2022-08-25,3,Northeast
6024,CUST006024,2022-08-26,3,Northeast
6025,CUST006025,2022-08-26,5,West
6026,CUST006026,2022-08-26,2,South
6027,CUST006027,2022-08-26,2,Midwest
6028,CUST006028,2022-08-26,2,South
6029,CUST006029,2022-08-26,1,Northeast
6030,CUST006030,2022-08-26,1,West
6031,CUST006031,2022-08-26,1,South
6032,CUST006032,2022-08-27,5,Northeast
6033,CUST006033,2022-08-27,2,Northeast
6034,CUST006034,2022-08-27,5,South
6035,CUST006035,2022-08-27,5,Northeast
6036,CUST006036,2022-08-27,1,West
6037,CUST006037,2022-08-27,1,Northeast
6038,CUST006038,2022-08-27,1,South
6039,CUST006039,2022-08-27,1,Midwest
6040,CUST006040,2022-08-27,1,South
6041,CUST006041,2022-08-27,1,South
6042,CUST006042,2022-08-27,4,Midwest
6043,CUST006043,2022-08-27,1,South
6044,CUST006044,2022-08-27,3,South
6045,CUST006045,2022-08-27,1,South
6046,CUST006046,2022-08-27,1,West
6047,CUST006047,2022-08-28,4,Northeast
6048,CUST006048,2022-08-28,3,West
6049,CUST006049,2022-08-28,3,Northeast
6050,CUST006050,2022-08-28,5,Northeast
6051,CUST006051,2022-08-28,5,South
6052,CUST006052,2022-08-28,5,South
6053,CUST006053,2022-08-28,2,West
6054,CUST006054,2022-08-28,2,Midwest
6055,CUST006055,2022-08-28,5,Midwest
6056,CUST006056,2022-08-28,2,South
6057,CUST006057,2022-08-28,2,South
6058,CUST006058,2022-08-28,1,South
6059,CUST006059,2022-08-28,1,Midwest
6060,CUST006060,2022-08-28,1,Northeast
6061,CUST006061,2022-08-28,1,Northeast
6062,CUST006062,2022-08-28,2,Northeast
6063,CUST006063,2022-08-29,1,South
6064,CUST006064,2022-08-29,1,South
6065,CUST006065,2022-08-29,1,West
6066,CUST006066,2022-08-29,5,Northeast
6067,CUST006067,2022-08-29,5,Northeast
6068,CUST006068,2022-08-29,1,South
6069,CUST006069,2022-08-29,4,West
6070,CUST006070,2022-08-29,2,Midwest
6071,CUST006071,2022-08-29,2,South
6072,CUST006072,2022-08-29,4,West
6073,CUST006073,2022-08-29,4,West
6074,CUST006074,2022-08-30,5,Midwest
6075,CUST006075,2022-08-30,5,South
6076,CUST006076,2022-08-30,2,Northeast
6077,CUST006077,2022-08-30,3,South
6078,CUST006078,2022-08-30,5,West
6079,CUST006079,2022-08-30,1,South
6080,CUST006080,2022-08-30,1,West
6081,CUST006081,2022-08-30,1,Midwest
6082,CUST006082,2022-08-30,1,Midwest
6083,CUST006083,2022-08-30,1,South
6084,CUST006084,2022-08-30,1,Northeast
6085,CUST006085,2022-08-30,5,Northeast
6086,CUST006086,2022-08-31,4,Midwest
6087,CUST006087,2022-08-31,2,South
6088,CUST006088,2022-08-31,2,South
6089,CUST006089,2022-08-31,1,Northeast
6090,CUST006090,2022-08-31,3,South
6091,CUST006091,2022-08-31,3,Midwest
6092,CUST006092,2022-08-31,3,South
6093,CUST006093,2022-08-31,1,Northeast
6094,CUST006094,2022-08-31,1,South
6095,CUST006095,2022-08-31,2,West
6096,CUST006096,2022-08-31,1,West
6097,CUST006097,2022-08-31,5,South
6098,CUST006098,2022-08-31,1,West
6099,CUST006099,2022-08-31,2,West
6100,CUST006100,2022-09-01,1,West
6101,CUST006101,2022-09-01,3,Northeast
6102,CUST006102,2022-09-01,1,West
6103,CUST006103,2022-09-01,1,Midwest
6104,CUST006104,2022-09-01,1,South
6105,CUST006105,2022-09-01,2,Northeast
6106,CUST006106,2022-09-01,2,Midwest
6107,CUST006107,2022-09-01,5,West
6108,CUST006108,2022-09-01,5,West
6109,CUST006109,2022-09-01,5,South
6110,CUST006110,2022-09-01,5,South
6111,CUST006111,2022-09-02,1,Midwest
6112,CUST006112,2022-09-02,1,Midwest
6113,CUST006113,2022-09-02,1,Northeast
6114,CUST006114,2022-09-02,1,South
6115,CUST006115,2022-09-03,3,Northeast
6116,CUST006116,2022-09-03,5,West
6117,CUST006117,2022-09-03,5,West
6118,CUST006118,2022-09-03,5,South
6119,CUST006119,2022-09-03,1,South
6120,CUST006120,2022-09-03,1,South
6121,CUST006121,2022-09-03,1,Midwest
6122,CUST006122,2022-09-03,1,Northeast
6123,CUST006123,2022-09-04,1,South
6124,CUST006124,2022-09-04,1,South
6125,CUST006125,2022-09-04,1,Midwest
6126,CUST006126,2022-09-04,1,South
6127,CUST006127,2022-09-04,1,South
6128,CUST006128,2022-09-04,1,South
6129,CUST006129,2022-09-04,1,Midwest
6130,CUST006130,2022-09-04,2,Northeast
6131,CUST006131,2022-09-04,2,Northeast
6132,CUST006132,2022-09-04,3,West
6133,CUST006133,2022-09-04,3,Northeast
6134,CUST006134,2022-09-04,4,West
6135,CUST006135,2022-09-04,5,West
6136,CUST006136,2022-09-04,5,West
6137,CUST006137,2022-09-04,5,South
6138,CUST006138,2022-09-04,5,South
6139,CUST006139,2022-09-04,5,Northeast
6140,CUST006140,2022-09-05,5,Midwest
6141,CUST006141,2022-09-05,5,Northeast
6142,CUST006142,2022-09-05,1,Northeast
6143,CUST006143,2022-09-05,5,Northeast
6144,CUST006144,2022-09-05,1,West
6145,CUST006145,2022-09-05,2,South
6146,CUST006146,2022-09-05,2,Midwest
6147,CUST006147,2022-09-05,1,West
6148,CUST006148,2022-09-05,1,Northeast
6149,CUST006149,2022-09-06,3,West
6150,CUST006150,2022-09-06,5,Midwest
6151,CUST006151,2022-09-06,5,Midwest
6152,CUST006152,2022-09-06,5,Northeast
6153,CUST006153,2022-09-06,5,West
6154,CUST006154,2022-09-06,5,South
6155,CUST006155,2022-09-06,5,West
6156,CUST006156,2022-09-06,3,South
6157,CUST006157,2022-09-06,1,Midwest
6158,CUST006158,2022-09-06,2,South
6159,CUST006159,2022-09-07,1,Northeast
6160,CUST006160,2022-09-07,3,West
6161,CUST006161,2022-09-07,5,West
6162,CUST006162,2022-09-07,1,South
6163,CUST006163,2022-09-07,3,Midwest
6164,CUST006164,2022-09-07,1,Midwest
6165,CUST006165,2022-09-07,1,South
6166,CUST006166,2022-09-07,1,West
6167,CUST006167,2022-09-07,5,Midwest
6168,CUST006168,2022-09-07,5,Midwest
6169,CUST006169,2022-09-07,5,South
6170,CUST006170,2022-09-07,5,West
6171,CUST006171,2022-09-07,1,Midwest
6172,CUST006172,2022-09-07,4,South
6173,CUST006173,2022-09-07,4,West
6174,CUST006174,2022-09-07,4,South
6175,CUST006175,2022-09-07,1,South
6176,CUST006176,2022-09-07,1,West
6177,CUST006177,2022-09-07,2,West
6178,CUST006178,2022-09-07,2,Midwest
6179,CUST006179,2022-09-07,2,West
6180,CUST006180,2022-09-07,1,West
6181,CUST006181,2022-09-07,2,South
6182,CUST006182,2022-09-07,2,Northeast
6183,CUST006183,2022-09-07,2,South
6184,CUST006184,2022-09-07,3,South
6185,CUST006185,2022-09-07,3,Midwest
6186,CUST006186,2022-09-08,1,South
6187,CUST006187,2022-09-08,1,West
6188,CUST006188,2022-09-08,1,West
6189,CUST006189,2022-09-08,1,Northeast
6190,CUST006190,2022-09-08,5,West
6191,CUST006191,2022-09-08,5,South
6192,CUST006192,2022-09-08,1,South
6193,CUST006193,2022-09-08,1,South
6194,CUST006194,2022-09-08,1,South
6195,CUST006195,2022-09-08,5,West
6196,CUST006196,2022-09-08,2,Midwest
6197,CUST006197,2022-09-08,3,South
6198,CUST006198,2022-09-09,2,Midwest
6199,CUST006199,2022-09-09,2,South
6200,CUST006200,2022-09-09,2,South
6201,CUST006201,2022-09-09,2,West
6202,CUST006202,2022-09-09,2,South
6203,CUST006203,2022-09-09,5,South
6204,CUST006204,2022-09-09,5,West
6205,CUST006205,2022-09-09,5,West
6206,CUST006206,2022-09-09,1,Midwest
6207,CUST006207,2022-09-09,4,South
6208,CUST006208,2022-09-09,4,West
6209,CUST006209,2022-09-09,4,West
6210,CUST006210,2022-09-09,5,Midwest
6211,CUST006211,2022-09-09,1,West
6212,CUST006212,2022-09-09,1,South
6213,CUST006213,2022-09-09,1,Midwest
6214,CUST006214,2022-09-09,1,Northeast
6215,CUST006215,2022-09-09,4,Northeast
6216,CUST006216,2022-09-09,3,West
6217,CUST006217,2022-09-09,3,West
6218,CUST006218,2022-09-09,3,Midwest
6219,CUST006219,2022-09-09,2,South
6220,CUST006220,2022-09-09,5,West
6221,CUST006221,2022-09-09,1,Midwest
6222,CUST006222,2022-09-10,2,West
6223,CUST006223,2022-09-10,1,West
6224,CUST006224,2022-09-10,1,Midwest
6225,CUST006225,2022-09-10,1,Northeast
6226,CUST006226,2022-09-10,1,Northeast
6227,CUST006227,2022-09-10,1,South
6228,CUST006228,2022-09-10,1,South
6229,CUST006229,2022-09-10,1,South
6230,CUST006230,2022-09-10,2,West
6231,CUST006231,2022-09-10,2,South
6232,CUST006232,2022-09-10,1,South
6233,CUST006233,2022-09-10,1,West
6234,CUST006234,2022-09-10,5,Northeast
6235,CUST006235,2022-09-10,5,South
6236,CUST006236,2022-09-10,5,West
6237,CUST006237,2022-09-10,5,Midwest
6238,CUST006238,2022-09-10,5,Midwest
6239,CUST006239,2022-09-10,5,Northeast
6240,CUST006240,2022-09-10,5,South
6241,CUST006241,2022-09-10,4,Midwest
6242,CUST006242,2022-09-10,4,Northeast
6243,CUST006243,2022-09-10,4,West
6244,CUST006244,2022-09-10,5,South
6245,CUST006245,2022-09-10,5,Midwest
6246,CUST006246,2022-09-11,1,Northeast
6247,CUST006247,2022-09-11,1,West
6248,CUST006248,2022-09-11,1,South
6249,CUST006249,2022-09-11,1,Northeast
6250,CUST006250,2022-09-11,2,South
6251,CUST006251,2022-09-11,1,South
6252,CUST006252,2022-09-11,2,Northeast
6253,CUST006253,2022-09-11,1,South
6254,CUST006254,2022-09-11,1,South
6255,CUST006255,2022-09-11,1,Midwest
6256,CUST006256,2022-09-11,5,Northeast
6257,CUST006257,2022-09-11,5,Northeast
6258,CUST006258,2022-09-11,5,West
6259,CUST006259,2022-09-11,5,South
6260,CUST006260,2022-09-11,2,Midwest
6261,CUST006261,2022-09-11,1,South
6262,CUST006262,2022-09-12,1,South
6263,CUST006263,2022-09-12,1,West
6264,CUST006264,2022-09-12,2,West
6265,CUST006265,2022-09-12,2,Northeast
6266,CUST006266,2022-09-12,5,Midwest
6267,CUST006267,2022-09-12,5,South
6268,CUST006268,2022-09-12,5,West
6269,CUST006269,2022-09-12,5,Northeast
6270,CUST006270,2022-09-12,1,South
6271,CUST006271,2022-09-12,2,South
6272,CUST006272,2022-09-12,3,Midwest
6273,CUST006273,2022-09-12,3,South
6274,CUST006274,2022-09-12,4,Northeast
6275,CUST006275,2022-09-13,4,South
6276,CUST006276,2022-09-13,3,South
6277,CUST006277,2022-09-13,3,South
6278,CUST006278,2022-09-13,5,South
6279,CUST006279,2022-09-13,5,South
6280,CUST006280,2022-09-13,5,Northeast
6281,CUST006281,2022-09-13,1,South
6282,CUST006282,2022-09-13,1,Northeast
6283,CUST006283,2022-09-13,1,West
6284,CUST006284,2022-09-13,1,South
6285,CUST006285,2022-09-13,5,South
6286,CUST006286,2022-09-13,2,Northeast
6287,CUST006287,2022-09-13,2,South
6288,CUST006288,2022-09-13,1,Northeast
6289,CUST006289,2022-09-13,5,Northeast
6290,CUST006290,2022-09-14,3,Midwest
6291,CUST006291,2022-09-14,2,South
6292,CUST006292,2022-09-14,2,South
6293,CUST006293,2022-09-14,2,Northeast
6294,CUST006294,2022-09-14,3,Northeast
6295,CUST006295,2022-09-14,5,Midwest
6296,CUST006296,2022-09-14,4,South
6297,CUST006297,2022-09-14,3,Midwest
6298,CUST006298,2022-09-14,1,Northeast
6299,CUST006299,2022-09-14,1,South
6300,CUST006300,2022-09-14,1,Midwest
6301,CUST006301,2022-09-14,1,West
6302,CUST006302,2022-09-14,1,West
6303,CUST006303,2022-09-14,5,South
6304,CUST006304,2022-09-15,5,South
6305,CUST006305,2022-09-15,5,Midwest
6306,CUST006306,2022-09-15,5,Northeast
6307,CUST006307,2022-09-15,5,South
6308,CUST006308,2022-09-15,2,Midwest
6309,CUST006309,2022-09-15,5,Midwest
6310,CUST006310,2022-09-15,1,Midwest
6311,CUST006311,2022-09-15,1,West
6312,CUST006312,2022-09-15,1,West
6313,CUST006313,2022-09-16,2,Northeast
6314,CUST006314,2022-09-16,2,South
6315,CUST006315,2022-09-16,3,Midwest
6316,CUST006316,2022-09-16,3,South
6317,CUST006317,2022-09-16,2,Midwest
6318,CUST006318,2022-09-16,2,Northeast
6319,CUST006319,2022-09-16,2,Midwest
6320,CUST006320,2022-09-16,1,West
6321,CUST006321,2022-09-16,1,Midwest
6322,CUST006322,2022-09-16,1,West
6323,CUST006323,2022-09-16,5,South
6324,CUST006324,2022-09-17,1,Midwest
6325,CUST006325,2022-09-17,3,South
6326,CUST006326,2022-09-17,2,West
6327,CUST006327,2022-09-17,5,West
6328,CUST006328,2022-09-17,5,Northeast
6329,CUST006329,2022-09-17,1,West
6330,CUST006330,2022-09-17,5,South
6331,CUST006331,2022-09-17,1,Midwest
6332,CUST006332,2022-09-17,5,South
6333,CUST006333,2022-09-18,2,Midwest
6334,CUST006334,2022-09-18,1,South
6335,CUST006335,2022-09-18,1,South
6336,CUST006336,2022-09-18,1,West
6337,CUST006337,2022-09-18,1,West
6338,CUST006338,2022-09-18,1,South
6339,CUST006339,2022-09-18,1,West
6340,CUST006340,2022-09-18,5,South
6341,CUST006341,2022-09-18,5,Midwest
6342,CUST006342,2022-09-18,5,West
6343,CUST006343,2022-09-18,5,Northeast
6344,CUST006344,2022-09-18,1,Northeast
6345,CUST006345,2022-09-18,4,Northeast
6346,CUST006346,2022-09-18,5,South
6347,CUST006347,2022-09-18,3,West
6348,CUST006348,2022-09-19,1,Northeast
6349,CUST006349,2022-09-19,1,Northeast
6350,CUST006350,2022-09-19,1,West
6351,CUST006351,2022-09-19,1,West
6352,CUST006352,2022-09-19,1,Northeast
6353,CUST006353,2022-09-19,1,Northeast
6354,CUST006354,2022-09-19,5,Northeast
6355,CUST006355,2022-09-19,5,West
6356,CUST006356,2022-09-19,5,South
6357,CUST006357,2022-09-19,4,South
6358,CUST006358,2022-09-19,4,Midwest
6359,CUST006359,2022-09-19,4,South
6360,CUST006360,2022-09-19,4,Midwest
6361,CUST006361,2022-09-19,2,Northeast
6362,CUST006362,2022-09-19,2,West
6363,CUST006363,2022-09-19,2,West
6364,CUST006364,2022-09-20,1,West
6365,CUST006365,2022-09-20,1,Midwest
6366,CUST006366,2022-09-20,1,Northeast
6367,CUST006367,2022-09-20,5,Midwest
6368,CUST006368,2022-09-20,1,West
6369,CUST006369,2022-09-20,4,Northeast
6370,CUST006370,2022-09-20,2,West
6371,CUST006371,2022-09-20,2,South
6372,CUST006372,2022-09-20,2,West
6373,CUST006373,2022-09-20,3,West
6374,CUST006374,2022-09-20,3,Midwest
6375,CUST006375,2022-09-20,3,South
6376,CUST006376,2022-09-20,3,Northeast
6377,CUST006377,2022-09-20,3,South
6378,CUST006378,2022-09-20,1,West
6379,CUST006379,2022-09-20,3,Northeast
6380,CUST006380,2022-09-20,5,West
6381,CUST006381,2022-09-20,5,West
6382,CUST006382,2022-09-20,1,Midwest
6383,CUST006383,2022-09-21,5,West
6384,CUST006384,2022-09-21,5,Northeast
6385,CUST006385,2022-09-21,5,South
6386,CUST006386,2022-09-21,1,Midwest
6387,CUST006387,2022-09-21,1,South
6388,CUST006388,2022-09-21,1,South
6389,CUST006389,2022-09-21,4,South
6390,CUST006390,2022-09-21,2,Midwest
6391,CUST006391,2022-09-21,2,West
6392,CUST006392,2022-09-22,1,South
6393,CUST006393,2022-09-22,2,Northeast
6394,CUST006394,2022-09-22,2,West
6395,CUST006395,2022-09-22,3,Midwest
6396,CUST006396,2022-09-22,3,West
6397,CUST006397,2022-09-22,3,Northeast
6398,CUST006398,2022-09-22,4,Midwest
6399,CUST006399,2022-09-22,4,Midwest
6400,CUST006400,2022-09-22,4,Midwest
6401,CUST006401,2022-09-22,2,South
6402,CUST006402,2022-09-22,5,South
6403,CUST006403,2022-09-22,1,South
6404,CUST006404,2022-09-22,1,West
6405,CUST006405,2022-09-23,1,South
6406,CUST006406,2022-09-23,3,West
6407,CUST006407,2022-09-23,3,Midwest
6408,CUST006408,2022-09-23,4,West
6409,CUST006409,2022-09-23,1,Midwest
6410,CUST006410,2022-09-23,1,South
6411,CUST006411,2022-09-23,1,Midwest
6412,CUST006412,2022-09-23,1,South
6413,CUST006413,2022-09-23,2,West
6414,CUST006414,2022-09-23,5,Northeast
6415,CUST006415,2022-09-23,5,Northeast
6416,CUST006416,2022-09-24,1,South
6417,CUST006417,2022-09-24,3,West
6418,CUST006418,2022-09-24,1,Midwest
6419,CUST006419,2022-09-24,5,West
6420,CUST006420,2022-09-24,1,South
6421,CUST006421,2022-09-24,1,West
6422,CUST006422,2022-09-24,3,Midwest
6423,CUST006423,2022-09-24,5,Northeast
6424,CUST006424,2022-09-24,2,West
6425,CUST006425,2022-09-24,2,South
6426,CUST006426,2022-09-24,2,Northeast
6427,CUST006427,2022-09-24,1,West
6428,CUST006428,2022-09-24,1,Northeast
6429,CUST006429,2022-09-24,5,Midwest
6430,CUST006430,2022-09-25,5,South
6431,CUST006431,2022-09-25,5,South
6432,CUST006432,2022-09-25,5,Northeast
6433,CUST006433,2022-09-25,2,South
6434,CUST006434,2022-09-25,3,Midwest
6435,CUST006435,2022-09-25,5,Midwest
6436,CUST006436,2022-09-25,3,South
6437,CUST006437,2022-09-25,5,West
6438,CUST006438,2022-09-25,1,South
6439,CUST006439,2022-09-25,1,Midwest
6440,CUST006440,2022-09-25,4,Midwest
6441,CUST006441,2022-09-25,4,Northeast
6442,CUST006442,2022-09-25,1,Midwest
6443,CUST006443,2022-09-25,1,Midwest
6444,CUST006444,2022-09-25,1,Northeast
6445,CUST006445,2022-09-25,1,Northeast
6446,CUST006446,2022-09-25,1,South
6447,CUST006447,2022-09-25,1,West
6448,CUST006448,2022-09-25,1,West
6449,CUST006449,2022-09-26,1,Midwest
6450,CUST006450,2022-09-26,1,South
6451,CUST006451,2022-09-26,2,South
6452,CUST006452,2022-09-26,2,Northeast
6453,CUST006453,2022-09-26,5,Northeast
6454,CUST006454,2022-09-26,3,Midwest
6455,CUST006455,2022-09-26,5,Midwest
6456,CUST006456,2022-09-26,1,Midwest
6457,CUST006457,2022-09-26,1,Midwest
6458,CUST006458,2022-09-26,1,South
6459,CUST006459,2022-09-26,1,Northeast
6460,CUST006460,2022-09-26,5,Midwest
6461,CUST006461,2022-09-26,3,South
6462,CUST006462,2022-09-27,1,South
6463,CUST006463,2022-09-27,1,Midwest
6464,CUST006464,2022-09-27,1,Midwest
6465,CUST006465,2022-09-27,1,South
6466,CUST006466,2022-09-27,1,South
6467,CUST006467,2022-09-27,2,Midwest
6468,CUST006468,2022-09-27,2,South
6469,CUST006469,2022-09-27,1,Northeast
6470,CUST006470,2022-09-27,5,West
6471,CUST006471,2022-09-27,5,South
6472,CUST006472,2022-09-28,4,West
6473,CUST006473,2022-09-28,5,South
6474,CUST006474,2022-09-28,5,South
6475,CUST006475,2022-09-28,5,West
6476,CUST006476,2022-09-28,2,South
6477,CUST006477,2022-09-28,2,South
6478,CUST006478,2022-09-28,5,South
6479,CUST006479,2022-09-28,2,South
6480,CUST006480,2022-09-28,5,West
6481,CUST006481,2022-09-28,5,Midwest
6482,CUST006482,2022-09-28,1,Midwest
6483,CUST006483,2022-09-28,1,South
6484,CUST006484,2022-09-28,1,Northeast
6485,CUST006485,2022-09-28,1,West
6486,CUST006486,2022-09-29,4,Midwest
6487,CUST006487,2022-09-29,5,South
6488,CUST006488,2022-09-29,5,South
6489,CUST006489,2022-09-29,5,Midwest
6490,CUST006490,2022-09-29,1,Northeast
6491,CUST006491,2022-09-29,1,West
6492,CUST006492,2022-09-29,3,West
6493,CUST006493,2022-09-29,1,Midwest
6494,CUST006494,2022-09-29,1,South
6495,CUST006495,2022-09-29,2,Northeast
6496,CUST006496,2022-09-29,3,Northeast
6497,CUST006497,2022-09-29,2,West
6498,CUST006498,2022-09-29,2,South
6499,CUST006499,2022-09-29,2,Northeast
6500,CUST006500,2022-09-29,2,South
6501,CUST006501,2022-09-30,2,West
6502,CUST006502,2022-09-30,2,Northeast
6503,CUST006503,2022-09-30,2,South
6504,CUST006504,2022-09-30,3,South
6505,CUST006505,2022-09-30,5,South
6506,CUST006506,2022-09-30,5,Northeast
6507,CUST006507,2022-09-30,5,West
6508,CUST006508,2022-10-01,1,Midwest
6509,CUST006509,2022-10-01,3,Northeast
6510,CUST006510,2022-10-01,1,West
6511,CUST006511,2022-10-01,1,South
6512,CUST006512,2022-10-01,1,South
6513,CUST006513,2022-10-01,1,West
6514,CUST006514,2022-10-01,1,Midwest
6515,CUST006515,2022-10-01,1,Northeast
6516,CUST006516,2022-10-01,3,Midwest
6517,CUST006517,2022-10-01,2,West
6518,CUST006518,2022-10-01,2,Northeast
6519,CUST006519,2022-10-01,5,South
6520,CUST006520,2022-10-01,5,South
6521,CUST006521,2022-10-01,5,Northeast
6522,CUST006522,2022-10-02,1,South
6523,CUST006523,2022-10-02,1,West
6524,CUST006524,2022-10-02,1,South
6525,CUST006525,2022-10-02,1,Northeast
6526,CUST006526,2022-10-02,1,West
6527,CUST006527,2022-10-02,5,West
6528,CUST006528,2022-10-02,5,South
6529,CUST006529,2022-10-02,5,South
6530,CUST006530,2022-10-02,5,West
6531,CUST006531,2022-10-02,1,Northeast
6532,CUST006532,2022-10-02,3,South
6533,CUST006533,2022-10-02,3,Northeast
6534,CUST006534,2022-10-02,2,Midwest
6535,CUST006535,2022-10-02,2,Northeast
6536,CUST006536,2022-10-02,2,South
6537,CUST006537,2022-10-02,2,Midwest
6538,CUST006538,2022-10-02,1,Northeast
6539,CUST006539,2022-10-03,3,South
6540,CUST006540,2022-10-03,3,Northeast
6541,CUST006541,2022-10-03,4,South
6542,CUST006542,2022-10-03,4,West
6543,CUST006543,2022-10-03,4,Northeast
6544,CUST006544,2022-10-03,4,South
6545,CUST006545,2022-10-03,5,West
6546,CUST006546,2022-10-03,1,South
6547,CUST006547,2022-10-03,1,West
6548,CUST006548,2022-10-03,1,South
6549,CUST006549,2022-10-03,1,South
6550,CUST006550,2022-10-03,2,Northeast
6551,CUST006551,2022-10-03,1,Midwest
6552,CUST006552,2022-10-03,4,South
6553,CUST006553,2022-10-03,5,Midwest
6554,CUST006554,2022-10-04,2,South
6555,CUST006555,2022-10-04,3,South
6556,CUST006556,2022-10-04,3,South
6557,CUST006557,2022-10-04,4,Midwest
6558,CUST006558,2022-10-04,1,South
6559,CUST006559,2022-10-04,1,Northeast
6560,CUST006560,2022-10-04,5,South
6561,CUST006561,2022-10-05,1,South
6562,CUST006562,2022-10-05,1,West
6563,CUST006563,2022-10-05,2,South
6564,CUST006564,2022-10-05,1,Northeast
6565,CUST006565,2022-10-05,3,South
6566,CUST006566,2022-10-05,3,South
6567,CUST006567,2022-10-05,2,Northeast
6568,CUST006568,2022-10-05,2,South
6569,CUST006569,2022-10-05,1,South
6570,CUST006570,2022-10-05,1,South
6571,CUST006571,2022-10-05,5,Midwest
6572,CUST006572,2022-10-06,5,South
6573,CUST006573,2022-10-06,5,West
6574,CUST006574,2022-10-06,5,Midwest
6575,CUST006575,2022-10-06,5,South
6576,CUST006576,2022-10-06,1,South
6577,CUST006577,2022-10-06,3,Midwest
6578,CUST006578,2022-10-06,1,Northeast
6579,CUST006579,2022-10-06,1,Midwest
6580,CUST006580,2022-10-06,2,West
6581,CUST006581,2022-10-06,2,Midwest
6582,CUST006582,2022-10-07,2,West
6583,CUST006583,2022-10-07,3,Midwest
6584,CUST006584,2022-10-07,2,West
6585,CUST006585,2022-10-07,2,Northeast
6586,CUST006586,2022-10-07,5,Northeast
6587,CUST006587,2022-10-07,5,South
6588,CUST006588,2022-10-07,5,Midwest
6589,CUST006589,2022-10-07,5,South
6590,CUST006590,2022-10-07,1,Midwest
6591,CUST006591,2022-10-07,5,South
6592,CUST006592,2022-10-07,5,Northeast
6593,CUST006593,2022-10-08,1,Northeast
6594,CUST006594,2022-10-08,3,Midwest
6595,CUST006595,2022-10-08,1,Northeast
6596,CUST006596,2022-10-08,2,South
6597,CUST006597,2022-10-08,2,Midwest
6598,CUST006598,2022-10-08,2,Northeast
6599,CUST006599,2022-10-08,2,South
6600,CUST006600,2022-10-08,1,South
6601,CUST006601,2022-10-08,4,Midwest
6602,CUST006602,2022-10-08,5,Northeast
6603,CUST006603,2022-10-08,5,West
6604,CUST006604,2022-10-08,1,Midwest
6605,CUST006605,2022-10-09,1,West
6606,CUST006606,2022-10-09,1,Northeast
6607,CUST006607,2022-10-09,5,South
6608,CUST006608,2022-10-09,5,South
6609,CUST006609,2022-10-09,1,Northeast
6610,CUST006610,2022-10-09,1,South
6611,CUST006611,2022-10-09,5,South
6612,CUST006612,2022-10-09,2,Northeast
6613,CUST006613,2022-10-09,2,South
6614,CUST006614,2022-10-10,5,South
6615,CUST006615,2022-10-10,5,West
6616,CUST006616,2022-10-10,4,Midwest
6617,CUST006617,2022-10-10,4,Northeast
6618,CUST006618,2022-10-10,3,Northeast
6619,CUST006619,2022-10-10,3,South
6620,CUST006620,2022-10-10,2,West
6621,CUST006621,2022-10-10,2,Northeast
6622,CUST006622,2022-10-10,2,South
6623,CUST006623,2022-10-10,2,South
6624,CUST006624,2022-10-10,1,Northeast
6625,CUST006625,2022-10-10,1,South
6626,CUST006626,2022-10-10,1,South
6627,CUST006627,2022-10-10,2,South
6628,CUST006628,2022-10-11,1,Midwest
6629,CUST006629,2022-10-11,2,South
6630,CUST006630,2022-10-11,2,South
6631,CUST006631,2022-10-11,1,South
6632,CUST006632,2022-10-11,1,West
6633,CUST006633,2022-10-11,1,Northeast
6634,CUST006634,2022-10-11,1,South
6635,CUST006635,2022-10-11,1,West
6636,CUST006636,2022-10-11,4,South
6637,CUST006637,2022-10-11,4,Midwest
6638,CUST006638,2022-10-12,5,South
6639,CUST006639,2022-10-12,1,West
6640,CUST006640,2022-10-12,1,West
6641,CUST006641,2022-10-12,1,Northeast
6642,CUST006642,2022-10-12,1,South
6643,CUST006643,2022-10-12,1,Northeast
6644,CUST006644,2022-10-12,2,South
6645,CUST006645,2022-10-12,4,South
6646,CUST006646,2022-10-12,1,South
6647,CUST006647,2022-10-12,5,Northeast
6648,CUST006648,2022-10-12,5,Midwest
6649,CUST006649,2022-10-12,5,South
6650,CUST006650,2022-10-13,2,South
6651,CUST006651,2022-10-13,2,Northeast
6652,CUST006652,2022-10-13,1,South
6653,CUST006653,2022-10-13,1,South
6654,CUST006654,2022-10-13,1,Midwest
6655,CUST006655,2022-10-13,1,Northeast
6656,CUST006656,2022-10-13,5,West
6657,CUST006657,2022-10-13,5,South
6658,CUST006658,2022-10-13,5,Northeast
6659,CUST006659,2022-10-13,1,Northeast
6660,CUST006660,2022-10-13,5,Midwest
6661,CUST006661,2022-10-13,4,West
6662,CUST006662,2022-10-14,5,South
6663,CUST006663,2022-10-14,1,South
6664,CUST006664,2022-10-14,1,South
6665,CUST006665,2022-10-14,5,South
6666,CUST006666,2022-10-14,5,South
6667,CUST006667,2022-10-14,5,Northeast
6668,CUST006668,2022-10-15,1,West
6669,CUST006669,2022-10-15,1,Midwest
6670,CUST006670,2022-10-15,3,West
6671,CUST006671,2022-10-15,5,South
6672,CUST006672,2022-10-15,5,Northeast
6673,CUST006673,2022-10-15,2,South
6674,CUST006674,2022-10-15,2,Northeast
6675,CUST006675,2022-10-15,1,Northeast
6676,CUST006676,2022-10-15,1,West
