date_key,channel_key,impressions,clicks,spend,conversions
20250326,1,13109,138,167.46,2
20250327,1,20547,222,244.65,4
20250328,1,19107,212,205.75,4
20250329,1,8770,92,85.24,1
20250330,1,26040,318,343.32,6
20250331,1,29559,292,299.89,5
20250401,1,22228,224,206.15,3
20250402,1,25521,252,269.32,5
20250403,1,10023,115,116.7,2
20250404,1,13959,153,164.93,2
20250405,1,27106,274,293.23,5
20250406,1,12507,124,121.63,2
20250407,1,30145,342,371.49,8
20250408,1,35902,383,380.68,7
20250409,1,8628,98,97.44,1
20250410,1,32314,336,333.57,7
20250411,1,26210,282,319.19,5
20250412,1,33327,354,358.51,7
20250413,1,39712,399,460.87,8
20250414,1,23793,246,294.18,4
20250415,1,12562,122,119.5,2
20250416,1,3166,34,27.68,0
20250417,1,19796,216,243.46,4
20250418,1,46924,519,523.79,9
20250419,1,30979,336,324.59,6
20250420,1,21085,218,215.55,4
20250421,1,7084,81,81.47,1
20250422,1,30122,331,380.6,7
20250423,1,18464,209,220.17,3
20250424,1,25176,286,329.3,6
20250425,1,31744,328,354.12,6
20250426,1,19804,211,213.91,4
20250427,1,19169,209,210.86,3
20250428,1,33667,327,355.93,5
20250429,1,29309,285,316.8,5
20250430,1,29930,288,324.39,6
20250501,1,31644,327,332.95,6
20250502,1,19816,202,213.25,4
20250503,1,55348,528,575.51,11
20250504,1,34033,357,360.57,7
20250505,1,13836,143,135.52,2
20250506,1,13803,154,150.36,2
20250507,1,10917,128,131.12,2
20250508,1,36336,388,425.61,9
20250509,1,31317,312,359.52,6
20250510,1,23988,259,242.58,5
20250511,1,23291,242,240.87,4
20250512,1,36152,370,375.11,7
20250513,1,17751,175,194.68,3
20250514,1,31007,313,313.38,6
20250515,1,33600,345,348.02,6
20250516,1,23050,251,234.41,4
20250517,1,31128,333,361.27,6
20250518,1,18749,217,223.52,4
20250519,1,22223,240,237.54,4
20250520,1,44466,473,484.29,9
20250521,1,31534,321,366.46,5
20250522,1,35315,344,331.38,7
20250523,1,29951,300,293.4,5
20250524,1,25661,255,294.25,4
20250525,1,33086,294,308.91,6
20250526,1,24919,243,268.24,4
20250527,1,10348,118,127.43,2
20250528,1,21155,224,233.84,4
20250529,1,37832,383,389.92,6
20250530,1,29046,308,344.71,6
20250531,1,29326,270,310.71,5
20250601,1,55192,581,663.42,11
20250602,1,40366,451,429.83,8
20250603,1,8372,86,100.48,1
20250604,1,48593,452,460.0,8
20250605,1,25868,261,258.1,4
20250606,1,27313,305,315.61,6
20250607,1,27899,293,328.93,5
20250608,1,48445,460,504.02,8
20250609,1,24675,294,301.89,5
20250610,1,34841,334,375.34,7
20250611,1,20326,207,220.11,3
20250612,1,17510,170,171.0,3
20250613,1,23589,229,227.38,4
20250614,1,7660,77,83.66,1
20250615,1,38774,416,434.48,7
20250616,1,23573,263,247.53,4
20250617,1,26370,266,299.23,5
20250618,1,15543,151,152.61,2
20250619,1,18736,199,237.96,3
20250620,1,29610,315,296.12,6
20250621,1,24266,254,263.78,5
20250622,1,29082,305,303.86,5
20250623,1,24208,248,241.7,4
20250624,1,24679,256,259.28,4
20250625,1,39808,406,492.83,7
20250626,1,20741,228,243.18,4
20250627,1,28264,333,328.96,6
20250628,1,57116,595,541.95,10
20250629,1,38155,393,361.0,8
20250630,1,29727,311,314.43,6
20250701,1,21612,214,214.38,3
20250702,1,22628,244,252.54,4
20250703,1,27899,295,259.61,6
20250704,1,41636,418,437.52,8
20250705,1,15184,165,189.3,3
20250706,1,17468,180,216.96,3
20250707,1,25955,252,229.21,4
20250708,1,13037,137,135.5,2
20250709,1,42262,441,435.33,9
20250710,1,22026,240,256.63,4
20250711,1,25068,271,260.17,5
20250712,1,22221,227,274.14,4
20250713,1,29718,297,315.2,5
20250714,1,46593,479,501.82,10
20250715,1,17802,187,224.54,4
20250716,1,2836,30,31.84,0
20250717,1,15485,162,177.11,3
20250718,1,51874,530,528.99,10
20250719,1,50714,553,524.99,11
20250720,1,21293,210,211.8,3
20250721,1,18296,218,275.48,4
20250722,1,8653,93,103.67,1
20250723,1,21057,202,218.5,4
20250724,1,15514,161,157.57,2
20250725,1,36750,395,451.06,7
20250726,1,41406,416,396.07,9
20250727,1,21327,200,187.04,3
20250728,1,22726,219,222.33,4
20250729,1,13876,147,182.04,2
20250730,1,26548,245,302.94,4
20250731,1,33838,318,326.02,5
20250801,1,50352,533,536.62,10
20250802,1,42226,427,397.91,7
20250803,1,33579,330,352.95,6
20250804,1,20311,202,217.49,3
20250805,1,14715,138,155.91,2
20250806,1,37273,393,449.47,7
20250807,1,29212,285,298.77,5
20250808,1,23602,234,259.91,4
20250809,1,45255,473,475.9,8
20250810,1,23118,233,259.25,4
20250811,1,32213,316,323.08,6
20250812,1,20043,182,201.43,3
20250813,1,42837,448,491.55,8
20250814,1,20337,209,223.98,3
20250815,1,23401,232,263.97,3
20250816,1,39550,380,357.18,7
20250817,1,20818,213,208.58,3
20250818,1,47810,503,524.71,9
20250819,1,31224,321,304.82,5
20250820,1,16143,182,188.12,3
20250821,1,16138,172,178.65,3
20250822,1,39311,399,473.31,8
20250823,1,32315,345,372.64,6
20250824,1,44621,457,530.61,8
20250825,1,14065,144,158.01,2
20250826,1,30903,341,349.03,7
20250827,1,25849,250,269.82,4
20250828,1,22897,234,265.19,4
20250829,1,17246,189,222.56,3
20250830,1,44934,467,494.38,8
20250831,1,11426,114,106.87,2
20250901,1,20203,186,173.32,3
20250902,1,51693,460,479.67,8
20250903,1,26151,302,268.22,5
20250904,1,22919,238,294.14,5
20250905,1,34650,341,383.43,6
20250906,1,60731,632,643.79,13
20250907,1,19739,190,186.67,3
20250908,1,41454,414,481.88,7
20250909,1,23580,227,222.81,4
20250910,1,20094,188,186.32,3
20250911,1,28526,256,258.36,5
20250912,1,33513,310,336.17,6
20250913,1,28921,313,352.48,5
20250914,1,33360,320,377.5,6
20250915,1,34356,361,421.1,6
20250916,1,31461,339,364.55,6
20250917,1,26319,268,312.87,6
20250918,1,46745,467,475.1,8
20250919,1,29949,307,285.04,5
20250920,1,32370,321,327.28,6
20250921,1,33127,362,365.07,6
20250922,1,29537,336,343.19,6
20250923,1,14793,164,163.8,2
20250924,1,24971,223,231.21,4
20250925,1,25969,257,290.98,4
20250926,1,36711,373,460.19,6
20250927,1,62343,651,610.07,13
20250928,1,39979,366,355.16,6
20250929,1,30838,282,284.79,5
20250930,1,20129,221,253.38,4
20251001,1,33725,331,350.67,5
20251002,1,17562,163,165.29,3
20251003,1,53706,510,582.19,9
20251004,1,47183,490,569.95,9
20251005,1,32523,314,337.81,5
20251006,1,28962,298,301.64,5
20251007,1,29284,280,309.26,5
20251008,1,46656,426,451.27,9
20251009,1,21828,241,255.44,4
20251010,1,27553,286,295.99,5
20251011,1,54368,540,627.76,10
20251012,1,18127,178,195.75,3
20251013,1,30921,342,402.02,5
20251014,1,13055,137,164.86,2
20251015,1,26733,290,325.51,5
20251016,1,30277,296,307.74,4
20251017,1,53476,543,638.56,10
20251018,1,23243,241,270.7,5
20251019,1,19098,187,249.73,3
20251020,1,36579,368,407.8,7
20251021,1,31018,303,346.91,6
20251022,1,27992,290,321.14,5
20251023,1,34894,326,349.81,6
20251024,1,23412,245,260.22,3
20251025,1,34465,355,393.98,6
20251026,1,14020,140,157.67,2
20251027,1,17625,183,217.22,3
20251028,1,49563,490,544.88,9
20251029,1,35753,347,362.57,6
20251030,1,16767,175,185.22,3
20251031,1,33071,346,337.6,5
20251101,1,41140,403,499.01,8
20251102,1,41564,405,420.89,7
20251103,1,38858,388,455.02,8
20251104,1,60421,590,654.79,9
20251105,1,42951,475,528.34,8
20251106,1,42299,435,468.46,7
20251107,1,42188,426,434.6,7
20251108,1,101697,970,975.81,20
20251109,1,75597,797,994.47,15
20251110,1,22633,220,241.43,4
20251111,1,58690,569,677.39,9
20251112,1,47827,505,613.47,8
20251113,1,55545,573,603.66,10
20251114,1,59042,512,576.01,9
20251115,1,76848,767,838.38,14
20251116,1,37241,378,375.53,5
20251117,1,39922,394,423.08,7
20251118,1,80743,821,936.98,15
20251119,1,33101,299,313.37,5
20251120,1,35198,299,317.65,5
20251121,1,56565,537,577.82,10
20251122,1,65748,673,868.85,13
20251123,1,82608,685,645.01,11
20251124,1,54787,524,595.03,10
20251125,1,41503,372,397.99,8
20251126,1,25423,252,260.91,4
20251127,1,43062,487,519.85,9
20251128,1,55824,554,637.78,10
20251129,1,37245,372,430.24,6
20251130,1,58751,621,687.99,11
20251201,1,28721,289,344.2,5
20251202,1,18147,180,217.84,3
20251203,1,29660,315,368.07,4
20251204,1,44325,458,479.73,8
20251205,1,38950,398,452.34,7
20251206,1,22495,224,254.95,3
20251207,1,52882,520,532.94,10
20251208,1,56291,597,576.4,10
20251209,1,56733,558,519.12,9
20251210,1,40448,437,481.06,8
20251211,1,82998,782,877.09,13
20251212,1,39150,428,426.7,6
20251213,1,60091,620,738.56,12
20251214,1,66161,626,693.83,11
20251215,1,23120,239,292.06,4
20251216,1,46675,450,508.44,8
20251217,1,46201,464,466.74,7
20251218,1,45104,439,499.35,7
20251219,1,48893,486,562.3,8
20251220,1,33678,357,375.04,5
20251221,1,29324,303,296.72,5
20251222,1,35787,335,371.19,5
20251223,1,37374,351,355.36,6
20251224,1,39310,400,479.98,7
20251225,1,41006,419,445.76,7
20251226,1,28612,275,347.49,5
20251227,1,42510,468,434.23,8
20251228,1,16182,170,189.38,2
20251229,1,35081,338,416.55,6
20251230,1,24641,236,241.96,3
20251231,1,7907,78,84.45,1
20210101,2,1487,54,73.8,2
20210102,2,1509,55,76.83,2
20210103,2,862,29,41.92,1
20210104,2,839,29,39.05,1
20210105,2,1707,60,89.74,2
20210106,2,1050,36,49.05,1
20210107,2,1067,34,47.32,1
20210108,2,123,4,5.54,0
20210109,2,1917,68,97.25,2
20210110,2,81,3,4.39,0
20210111,2,2114,74,107.19,3
20210112,2,121,5,6.71,0
20210113,2,121,4,6.01,0
20210114,2,1642,59,76.47,2
20210115,2,185,7,8.49,0
20210116,2,107,4,4.42,0
20210117,2,879,32,51.79,1
20210118,2,1984,74,87.08,3
20210119,2,85,3,4.81,0
20210120,2,880,34,44.76,1
20210121,2,1403,53,81.8,2
20210122,2,2588,86,102.1,3
20210123,2,897,32,44.69,1
20210124,2,188,6,9.17,0
20210125,2,78,3,4.53,0
20210126,2,226,8,11.53,0
20210127,2,158,6,6.85,0
20210128,2,1727,60,75.6,2
20210129,2,1055,33,51.5,1
20210130,2,1269,52,71.17,2
20210131,2,1532,54,75.25,2
20210201,2,972,32,46.32,1
20210202,2,1816,68,86.07,2
20210203,2,2278,90,132.15,3
20210204,2,1795,62,85.46,2
20210205,2,1726,60,86.42,2
20210206,2,1015,36,48.02,1
20210207,2,1621,53,66.71,2
20210208,2,1193,40,55.07,1
20210209,2,1671,65,97.68,2
20210210,2,288,10,13.92,0
20210211,2,1715,57,81.26,2
20210212,2,3204,109,166.15,3
20210213,2,215,8,11.79,0
20210214,2,1901,59,84.81,2
20210215,2,169,6,7.93,0
20210216,2,1234,50,77.01,2
20210217,2,127,5,6.7,0
20210218,2,3124,113,153.23,4
20210219,2,264,10,13.08,0
20210220,2,2778,105,162.6,4
20210221,2,1413,49,66.13,2
20210222,2,731,27,39.19,1
20210223,2,1542,60,103.43,2
20210224,2,2038,66,99.6,2
20210225,2,1631,59,94.8,2
20210226,2,140,5,6.67,0
20210227,2,142,5,7.92,0
20210228,2,1030,36,51.75,1
20210301,2,988,35,50.69,1
20210302,2,899,32,54.04,1
20210303,2,1901,71,98.68,2
20210304,2,1586,57,80.83,2
20210305,2,2431,84,110.96,3
20210306,2,151,5,7.98,0
20210307,2,1060,36,48.99,1
20210308,2,817,29,45.53,1
20210309,2,896,30,38.06,1
20210310,2,189,7,10.68,0
20210311,2,140,5,7.37,0
20210312,2,962,36,54.43,1
20210313,2,922,31,43.89,1
20210314,2,933,31,42.32,1
20210315,2,1605,60,83.69,2
20210316,2,1421,50,66.54,2
20210317,2,1015,35,52.93,1
20210318,2,989,36,47.29,1
20210319,2,881,32,45.43,1
20210320,2,1699,55,81.03,2
20210321,2,843,32,52.4,1
20210322,2,264,9,13.27,0
20210323,2,802,31,44.28,1
20210324,2,1986,64,94.2,2
20210325,2,984,35,42.54,1
20210326,2,1477,51,66.11,2
20210327,2,2387,74,102.6,2
20210328,2,1597,58,78.2,2
20210329,2,1865,58,73.88,2
20210330,2,1604,55,85.41,2
20210331,2,1555,58,85.56,2
20210401,2,1716,58,85.1,2
20210402,2,3721,123,167.99,4
20210403,2,2676,98,141.42,4
20210404,2,1047,36,54.4,1
20210405,2,1908,65,91.03,2
20210406,2,1593,60,89.78,2
20210407,2,1107,36,49.34,1
20210408,2,324,11,16.33,0
20210409,2,272,10,15.59,0
20210410,2,1512,49,77.84,2
20210411,2,773,30,48.7,1
20210412,2,4239,146,215.69,5
20210413,2,816,30,42.87,1
20210414,2,3346,123,171.4,4
20210415,2,984,34,42.88,1
20210416,2,1829,62,80.05,2
20210417,2,201,7,10.65,0
20210418,2,1099,40,57.71,1
20210419,2,2190,72,116.25,2
20210420,2,3051,99,159.98,3
20210421,2,1364,52,71.63,2
20210422,2,210,7,10.27,0
20210423,2,112,4,5.69,0
20210424,2,232,8,12.04,0
20210425,2,145,5,7.81,0
20210426,2,1526,58,92.54,2
20210427,2,1441,50,70.43,2
20210428,2,1553,53,84.11,2
20210429,2,117,4,5.33,0
20210430,2,769,26,42.38,1
20210501,2,2687,90,130.55,3
20210502,2,177,6,8.84,0
20210503,2,883,34,41.68,1
20210504,2,1539,56,78.25,2
20210505,2,146,5,8.03,0
20210506,2,189,7,10.53,0
20210507,2,189,6,8.84,0
20210508,2,3117,118,172.28,4
20210509,2,212,8,13.32,0
20210510,2,853,34,50.39,1
20210511,2,135,5,6.99,0
20210512,2,252,9,13.36,0
20210513,2,1434,54,88.93,2
20210514,2,1162,39,58.69,1
20210515,2,1939,66,95.91,2
20210516,2,1671,58,101.13,2
20210517,2,3198,121,193.6,4
20210518,2,211,7,11.24,0
20210519,2,2827,93,138.88,4
20210520,2,1980,70,108.36,2
20210521,2,825,30,47.24,1
20210522,2,2544,85,104.58,3
20210523,2,2205,80,120.9,3
20210524,2,767,29,41.31,1
20210525,2,2804,105,147.74,4
20210526,2,1517,54,77.87,2
20210527,2,1905,66,85.35,2
20210528,2,3026,117,147.77,4
20210529,2,344,12,19.75,0
20210530,2,2008,74,111.93,2
20210531,2,306,12,14.34,0
20210601,2,2648,97,135.17,4
20210602,2,1951,64,100.09,2
20210603,2,1670,54,77.72,2
20210604,2,146,5,8.12,0
20210605,2,743,27,42.65,1
20210606,2,783,28,37.34,1
20210607,2,1685,67,97.07,3
20210608,2,2294,82,116.37,3
20210609,2,3251,111,146.08,4
20210610,2,4211,137,179.2,5
20210611,2,3077,115,158.61,4
20210612,2,2413,84,117.84,3
20210613,2,220,7,9.89,0
20210614,2,143,5,7.59,0
20210615,2,1067,35,53.68,1
20210616,2,884,30,46.41,1
20210617,2,287,10,14.37,0
20210618,2,2638,87,134.73,3
20210619,2,1006,34,50.12,1
20210620,2,991,33,46.65,1
20210621,2,180,6,10.4,0
20210622,2,1160,38,46.76,1
20210623,2,1035,35,44.04,1
20210624,2,2486,82,124.44,3
20210625,2,1720,62,89.63,2
20210626,2,1618,57,75.24,2
20210627,2,1016,38,52.25,1
20210628,2,744,29,39.86,1
20210629,2,1490,54,85.67,2
20210630,2,867,31,50.05,1
20210701,2,220,8,13.89,0
20210702,2,1146,41,53.32,1
20210703,2,201,7,9.27,0
20210704,2,950,33,43.46,1
20210705,2,1711,56,92.33,2
20210706,2,3225,118,180.34,4
20210707,2,979,34,51.27,1
20210708,2,1607,61,92.73,2
20210709,2,1660,61,90.65,2
20210710,2,3133,105,141.76,4
20210711,2,1387,52,80.55,2
20210712,2,1240,37,54.36,1
20210713,2,1382,54,72.63,2
20210714,2,1028,33,51.39,1
20210715,2,4242,152,218.89,5
20210716,2,925,33,49.31,1
20210717,2,1586,59,87.09,2
20210718,2,293,10,16.34,0
20210719,2,1406,43,64.41,1
20210720,2,2492,85,118.42,3
20210721,2,1777,61,93.69,2
20210722,2,1040,32,48.51,1
20210723,2,2724,95,146.92,3
20210724,2,1840,60,96.48,2
20210725,2,885,32,45.31,1
20210726,2,876,30,47.72,1
20210727,2,971,38,49.41,1
20210728,2,1606,55,81.02,2
20210729,2,1009,36,51.87,1
20210730,2,1690,58,97.78,2
20210731,2,1236,39,58.0,1
20210801,2,990,34,53.76,1
20210802,2,2694,98,127.71,4
20210803,2,4300,155,225.6,5
20210804,2,3484,119,165.68,4
20210805,2,1067,34,61.26,1
20210806,2,913,33,46.3,1
20210807,2,1543,55,82.81,2
20210808,2,875,32,48.36,1
20210809,2,2603,89,117.93,3
20210810,2,1751,55,79.62,2
20210811,2,1560,56,87.14,2
20210812,2,2217,77,115.37,3
20210813,2,1456,55,68.23,2
20210814,2,144,5,7.63,0
20210815,2,317,11,17.33,0
20210816,2,1880,67,104.6,2
20210817,2,1849,62,102.34,2
20210818,2,838,28,39.47,1
20210819,2,1824,63,104.38,2
20210820,2,2251,74,110.88,3
20210821,2,2889,99,168.48,3
20210822,2,1614,63,95.09,2
20210823,2,919,34,43.64,1
20210824,2,904,32,51.96,1
20210825,2,1600,61,88.83,2
20210826,2,1028,34,49.85,1
20210827,2,1562,63,84.75,2
20210828,2,2486,84,144.09,3
20210829,2,255,10,15.08,0
20210830,2,153,6,9.8,0
20210831,2,4606,144,208.9,6
20210901,2,870,33,46.2,1
20210902,2,293,10,16.18,0
20210903,2,2622,88,131.26,3
20210904,2,1507,54,81.46,2
20210905,2,1835,60,81.29,2
20210906,2,4582,164,238.47,5
20210907,2,2102,69,107.54,2
20210908,2,1026,36,49.2,1
20210909,2,851,32,46.99,1
20210910,2,1013,36,52.03,1
20210911,2,147,5,7.61,0
20210912,2,2314,83,141.82,3
20210913,2,2319,74,109.7,3
20210914,2,939,31,44.47,1
20210915,2,916,31,58.29,1
20210916,2,2830,103,150.25,4
20210917,2,141,5,7.76,0
20210918,2,1785,64,94.53,2
20210919,2,1760,61,91.09,2
20210920,2,2446,81,122.78,3
20210921,2,1080,41,66.69,1
20210922,2,2644,88,137.07,3
20210923,2,899,32,53.5,1
20210924,2,1595,55,91.25,2
20210925,2,251,9,14.32,0
20210926,2,1584,53,83.54,2
20210927,2,2326,86,142.12,3
20210928,2,796,30,41.88,1
20210929,2,3041,112,207.11,4
20210930,2,1741,61,88.41,2
20211001,2,887,30,44.28,1
20211002,2,170,7,9.47,0
20211003,2,1896,62,85.39,2
20211004,2,820,30,48.87,1
20211005,2,1497,53,96.09,2
20211006,2,231,8,11.04,0
20211007,2,3250,114,177.88,5
20211008,2,1724,58,90.01,2
20211009,2,2529,90,147.79,3
20211010,2,962,34,61.33,1
20211011,2,221,9,15.59,0
20211012,2,2271,84,126.18,3
20211013,2,1509,54,85.87,2
20211014,2,2869,103,164.46,3
20211015,2,800,31,47.59,1
20211016,2,1528,50,69.7,2
20211017,2,2274,78,112.2,3
20211018,2,1746,54,89.91,2
20211019,2,948,34,57.87,1
20211020,2,2466,90,135.32,3
20211021,2,1806,59,92.32,2
20211022,2,2857,108,181.24,4
20211023,2,1114,37,48.99,1
20211024,2,1148,39,56.98,1
20211025,2,2319,81,145.72,3
20211026,2,1468,56,87.3,2
20211027,2,2126,70,97.23,2
20211028,2,964,34,52.43,1
20211029,2,798,29,48.24,1
20211030,2,1031,37,45.82,1
20211031,2,1502,54,83.4,2
20211101,2,1791,65,97.1,2
20211102,2,2624,88,117.85,3
20211103,2,2555,98,151.54,3
20211104,2,3572,123,186.04,5
20211105,2,2986,102,156.97,4
20211106,2,2980,112,166.78,4
20211107,2,5364,179,252.84,7
20211108,2,2349,83,112.89,3
20211109,2,2863,95,138.61,3
20211110,2,4068,164,270.38,6
20211111,2,1532,61,96.24,2
20211112,2,3573,123,187.85,4
20211113,2,3217,115,162.89,4
20211114,2,1067,37,55.43,1
20211115,2,2623,89,145.01,3
20211116,2,1576,55,88.28,2
20211117,2,1967,68,100.74,2
20211118,2,2846,90,112.42,3
20211119,2,1932,68,98.87,2
20211120,2,2807,97,143.72,4
20211121,2,3796,134,192.84,5
20211122,2,3103,107,159.76,4
20211123,2,1652,56,91.61,2
20211124,2,1890,69,106.19,2
20211125,2,2013,72,121.0,2
20211126,2,850,32,43.31,1
20211127,2,4540,162,244.77,6
20211128,2,1870,64,84.36,2
20211129,2,1753,63,94.12,2
20211130,2,3479,107,152.49,4
20211201,2,3181,125,213.89,4
20211202,2,2585,91,145.12,3
20211203,2,1621,64,107.26,2
20211204,2,2799,92,137.17,3
20211205,2,2162,70,100.44,2
20211206,2,2288,81,115.68,2
20211207,2,1978,70,110.53,2
20211208,2,990,35,62.52,1
20211209,2,2542,89,142.71,3
20211210,2,1230,41,62.28,1
20211211,2,1200,38,58.14,1
20211212,2,1107,39,60.01,1
20211213,2,3213,103,187.12,4
20211214,2,2039,65,110.91,2
20211215,2,2719,92,146.06,3
20211216,2,3181,113,176.43,4
20211217,2,282,11,18.03,0
20211218,2,2588,95,154.37,3
20211219,2,875,33,50.15,1
20211220,2,1000,36,52.96,1
20211221,2,2544,90,152.4,3
20211222,2,3257,131,203.42,4
20211223,2,1220,39,66.14,1
20211224,2,1718,58,102.9,2
20211225,2,1120,38,61.02,1
20211226,2,1698,62,100.07,2
20211227,2,2360,77,155.0,3
20211228,2,2595,94,149.06,3
20211229,2,2400,86,123.1,3
20211230,2,2725,99,151.4,3
20211231,2,909,33,57.88,1
20220101,2,922,35,48.6,1
20220102,2,928,32,47.09,1
20220103,2,980,35,60.17,1
20220104,2,211,7,10.72,0
20220105,2,1072,35,54.71,1
20220106,2,1534,59,100.78,2
20220107,2,152,5,7.51,0
20220108,2,1029,37,51.78,1
20220109,2,1792,64,89.4,2
20220110,2,1724,64,105.46,2
20220111,2,3066,96,153.44,3
20220112,2,2686,98,145.02,3
20220113,2,1654,57,81.56,2
20220114,2,300,10,15.38,0
20220115,2,969,33,57.01,1
20220116,2,1630,60,87.46,2
20220117,2,886,32,47.71,1
20220118,2,233,8,11.56,0
20220119,2,1084,35,53.04,1
20220120,2,1048,34,54.06,1
20220121,2,995,36,66.99,1
20220122,2,1030,33,52.88,1
20220123,2,2621,90,140.74,3
20220124,2,2512,102,171.68,4
20220125,2,929,33,55.04,1
20220126,2,3015,109,163.52,3
20220127,2,216,7,12.31,0
20220128,2,3176,102,160.03,3
20220129,2,1627,59,94.36,2
20220130,2,265,9,15.56,0
20220131,2,944,35,56.99,1
20220201,2,1549,54,96.27,2
20220202,2,2945,126,189.91,5
20220203,2,952,32,54.15,1
20220204,2,1018,36,57.72,1
20220205,2,2640,87,148.09,3
20220206,2,946,35,54.66,1
20220207,2,896,32,49.68,1
20220208,2,2255,74,124.1,3
20220209,2,1055,36,58.06,1
20220210,2,1590,60,88.16,2
20220211,2,3095,116,203.76,4
20220212,2,219,7,11.38,0
20220213,2,1095,37,57.75,1
20220214,2,181,7,10.96,0
20220215,2,1075,37,59.78,1
20220216,2,911,32,54.14,1
20220217,2,1542,57,78.88,2
20220218,2,1091,35,56.39,1
20220219,2,1674,55,92.07,2
20220220,2,1115,38,49.96,1
20220221,2,750,28,45.27,1
20220222,2,1651,61,101.46,2
20220223,2,2315,84,139.36,3
20220224,2,1654,57,96.55,2
20220225,2,887,33,50.45,1
20220226,2,2411,83,120.96,3
20220227,2,1751,63,87.05,2
20220228,2,954,35,60.04,1
20220301,2,2236,86,144.59,3
20220302,2,1704,59,103.12,2
20220303,2,177,6,9.49,0
20220304,2,240,9,15.69,0
20220305,2,5674,214,300.99,8
20220306,2,1041,35,51.5,1
20220307,2,2492,81,129.49,3
20220308,2,1820,68,114.16,2
20220309,2,3781,119,217.08,4
20220310,2,319,10,15.03,0
20220311,2,263,9,14.09,0
20220312,2,2649,92,135.34,3
20220313,2,3612,117,176.65,4
20220314,2,1058,37,70.67,1
20220315,2,1026,36,60.46,1
20220316,2,1044,35,60.34,1
20220317,2,821,32,49.51,1
20220318,2,226,8,12.14,0
20220319,2,2329,86,144.24,3
20220320,2,1202,38,57.86,1
20220321,2,2309,73,114.3,2
20220322,2,197,7,10.9,0
20220323,2,285,11,16.6,0
20220324,2,1878,61,97.82,2
20220325,2,862,30,44.79,1
20220326,2,1685,54,88.51,2
20220327,2,182,6,9.03,0
20220328,2,4125,144,227.24,5
20220329,2,2687,90,133.92,3
20220330,2,909,29,46.77,1
20220331,2,1852,59,90.44,2
20220401,2,2012,62,100.18,2
20220402,2,2056,73,128.32,3
20220403,2,1678,60,86.38,2
20220404,2,1706,61,116.56,2
20220405,2,5296,173,275.08,6
20220406,2,873,32,53.67,1
20220407,2,2306,83,125.47,3
20220408,2,290,10,17.93,0
20220409,2,1756,60,94.63,2
20220410,2,2442,81,125.58,3
20220411,2,2322,81,124.2,3
20220412,2,2052,78,121.91,3
20220413,2,867,32,52.91,1
20220414,2,883,30,48.97,1
20220415,2,926,33,52.94,1
20220416,2,1580,51,78.05,2
20220417,2,1749,63,95.88,2
20220418,2,1158,38,58.1,1
20220419,2,1113,40,65.96,1
20220420,2,898,37,63.13,1
20220421,2,1831,61,105.3,2
20220422,2,779,32,51.27,1
20220423,2,2957,105,175.0,4
20220424,2,2063,68,108.42,2
20220425,2,1004,33,45.89,1
20220426,2,1938,77,122.58,3
20220427,2,3464,123,192.47,4
20220428,2,1080,36,53.24,1
20220429,2,2878,98,151.6,4
20220430,2,933,33,54.58,1
20220501,2,1655,57,83.43,2
20220502,2,3609,127,193.24,5
20220503,2,2295,88,159.81,3
20220504,2,1087,35,49.1,1
20220505,2,140,5,8.25,0
20220506,2,3468,119,174.96,4
20220507,2,2960,99,151.15,4
20220508,2,1905,70,112.09,2
20220509,2,2122,67,99.95,2
20220510,2,2341,70,118.05,2
20220511,2,802,28,50.09,1
20220512,2,322,11,18.89,0
20220513,2,346,11,18.54,0
20220514,2,1158,36,52.21,1
20220515,2,2171,84,133.93,3
20220516,2,903,32,54.28,1
20220517,2,870,30,52.32,1
20220518,2,1476,58,107.19,2
20220519,2,1037,38,66.29,1
20220520,2,835,32,56.4,1
20220521,2,1838,59,118.89,2
20220522,2,2061,66,107.25,2
20220523,2,2294,82,130.28,3
20220524,2,3568,126,206.74,5
20220525,2,970,36,54.8,1
20220526,2,3330,104,169.64,4
20220527,2,2561,92,129.53,3
20220528,2,1478,54,84.66,2
20220529,2,878,32,51.58,1
20220530,2,2053,69,120.64,2
20220531,2,957,34,59.83,1
20220601,2,2951,97,146.62,4
20220602,2,5143,174,333.4,6
20220603,2,1175,38,62.38,1
20220604,2,2827,93,154.6,3
20220605,2,2711,92,131.3,3
20220606,2,1944,65,101.33,2
20220607,2,3314,109,193.06,4
20220608,2,1130,36,59.2,1
20220609,2,1859,72,118.29,2
20220610,2,419,14,22.9,0
20220611,2,1054,37,53.72,1
20220612,2,2615,81,131.15,3
20220613,2,1767,66,120.99,2
20220614,2,1668,58,103.03,2
20220615,2,925,31,49.58,1
20220616,2,1789,60,111.14,2
20220617,2,2537,92,136.24,3
20220618,2,3434,99,149.78,4
20220619,2,275,9,17.8,0
20220620,2,1844,63,108.12,2
20220621,2,1816,62,99.85,2
20220622,2,1375,55,89.58,2
20220623,2,1839,62,95.4,2
20220624,2,1123,41,68.52,1
20220625,2,1538,59,98.22,2
20220626,2,1787,64,105.32,2
20220627,2,2149,71,106.24,2
20220628,2,2135,68,114.17,2
20220629,2,1557,56,88.45,2
20220630,2,2423,92,138.96,3
20220701,2,1547,55,99.53,2
20220702,2,864,32,62.32,1
20220703,2,1418,57,109.01,2
20220704,2,2212,80,137.86,3
20220705,2,5528,178,285.81,7
