order_line_key,order_id,date_key,customer_key,product_key,channel_key,quantity,unit_price,discount_pct,net_revenue,unit_cost,total_cost,gross_profit
14921,9942,20230603,9942,25,1,1,58.0,0.0,58.0,21.36,21.36,36.64
14922,9943,20230603,9943,14,1,1,32.0,0.0,32.0,12.47,12.47,19.53
14923,9943,20230603,9943,56,1,1,36.0,0.0,36.0,13.26,13.26,22.74
14924,9944,20230603,9944,26,1,1,58.0,0.0,58.0,20.35,20.35,37.65
14925,9945,20230603,9945,24,3,2,46.0,0.0,92.0,16.18,32.36,59.64
14926,9946,20230603,9946,14,1,1,32.0,0.0,32.0,12.47,12.47,19.53
14927,9947,20230603,9947,53,3,2,26.0,0.0,52.0,10.62,21.24,30.76
14928,9947,20230603,9947,27,3,1,58.0,0.0,58.0,20.82,20.82,37.18
14929,9948,20230603,9948,32,3,1,78.0,0.0,78.0,26.05,26.05,51.95
14930,9949,20230603,9949,50,5,1,26.0,0.2266,20.11,10.12,10.12,9.99
14931,9949,20230603,9949,26,5,1,58.0,0.2266,44.86,20.35,20.35,24.51
14932,9950,20230603,9950,10,5,1,42.0,0.0,42.0,13.38,13.38,28.62
14933,9950,20230603,9950,15,5,3,32.0,0.0,96.0,12.11,36.33,59.67
14934,9950,20230603,9950,3,5,2,28.0,0.0,56.0,10.1,20.2,35.8
14935,9951,20230603,9951,21,5,1,46.0,0.0,46.0,16.0,16.0,30.0
14936,9952,20230603,9952,4,5,1,28.0,0.0,28.0,9.97,9.97,18.03
14937,9953,20230603,9953,13,5,1,32.0,0.0,32.0,12.3,12.3,19.7
14938,9953,20230603,9953,2,5,1,28.0,0.0,28.0,9.75,9.75,18.25
14939,9954,20230603,9954,20,5,1,46.0,0.0,46.0,15.82,15.82,30.18
14940,9955,20230604,9955,1,5,1,28.0,0.0,28.0,10.03,10.03,17.97
14941,9955,20230604,9955,12,5,1,42.0,0.0,42.0,13.98,13.98,28.02
14942,9956,20230604,9956,15,1,1,32.0,0.0,32.0,12.11,12.11,19.89
14943,9956,20230604,9956,42,1,1,68.0,0.0,68.0,23.8,23.8,44.2
14944,9957,20230604,9957,10,5,1,42.0,0.0,42.0,13.38,13.38,28.62
14945,9957,20230604,9957,3,5,1,28.0,0.0,28.0,10.1,10.1,17.9
14946,9958,20230604,9958,19,5,1,46.0,0.0,46.0,16.09,16.09,29.91
14947,9959,20230604,9959,38,5,1,68.0,0.0,68.0,23.07,23.07,44.93
14948,9959,20230604,9959,17,5,1,32.0,0.0,32.0,12.21,12.21,19.79
14949,9959,20230604,9959,2,5,2,28.0,0.0,56.0,9.75,19.5,36.5
14950,9960,20230604,9960,7,5,1,42.0,0.0,42.0,13.77,13.77,28.23
14951,9961,20230604,9961,45,5,1,95.0,0.0,95.0,29.45,29.45,65.55
14952,9961,20230604,9961,2,5,1,28.0,0.0,28.0,9.75,9.75,18.25
14953,9961,20230604,9961,20,5,2,46.0,0.0,92.0,15.82,31.64,60.36
14954,9962,20230604,9962,3,3,1,28.0,0.0,28.0,10.1,10.1,17.9
14955,9963,20230604,9963,13,4,1,32.0,0.0,32.0,12.3,12.3,19.7
14956,9963,20230604,9963,13,4,1,32.0,0.0,32.0,12.3,12.3,19.7
14957,9964,20230604,9964,22,5,1,46.0,0.0,46.0,15.44,15.44,30.56
14958,9964,20230604,9964,19,5,1,46.0,0.0,46.0,16.09,16.09,29.91
14959,9964,20230604,9964,3,5,3,28.0,0.0,84.0,10.1,30.3,53.7
14960,9965,20230604,9965,12,5,1,42.0,0.0,42.0,13.98,13.98,28.02
14961,9966,20230604,9966,17,1,1,32.0,0.0,32.0,12.21,12.21,19.79
14962,9967,20230604,9967,51,1,1,26.0,0.0,26.0,10.17,10.17,15.83
14963,9968,20230604,9968,13,2,1,32.0,0.0,32.0,12.3,12.3,19.7
14964,9969,20230604,9969,26,5,2,58.0,0.0,116.0,20.35,40.7,75.3
14965,9970,20230604,9970,40,1,1,68.0,0.0,68.0,23.47,23.47,44.53
14966,9971,20230604,9971,21,3,1,46.0,0.0,46.0,16.0,16.0,30.0
14967,9972,20230604,9972,37,3,1,68.0,0.1575,57.29,22.37,22.37,34.92
14968,9972,20230604,9972,50,3,1,26.0,0.1575,21.91,10.12,10.12,11.79
14969,9973,20230604,9973,15,3,1,32.0,0.0,32.0,12.11,12.11,19.89
14970,9974,20230604,9974,37,1,1,68.0,0.0,68.0,22.37,22.37,45.63
14971,9975,20230604,9975,3,1,1,28.0,0.0,28.0,10.1,10.1,17.9
14972,9976,20230604,9976,13,1,2,32.0,0.0,64.0,12.3,24.6,39.4
14973,9977,20230604,9977,14,1,1,32.0,0.0,32.0,12.47,12.47,19.53
14974,9977,20230604,9977,12,1,1,42.0,0.0,42.0,13.98,13.98,28.02
14975,9978,20230604,9978,57,1,1,36.0,0.1612,30.2,12.92,12.92,17.28
14976,9979,20230604,9979,3,3,1,28.0,0.0,28.0,10.1,10.1,17.9
14977,9979,20230604,9979,52,3,1,26.0,0.0,26.0,10.02,10.02,15.98
14978,9980,20230605,9980,28,5,2,58.0,0.2464,87.42,20.09,40.18,47.24
14979,9981,20230605,9981,51,5,2,26.0,0.0,52.0,10.17,20.34,31.66
14980,9981,20230605,9981,10,5,2,42.0,0.0,84.0,13.38,26.76,57.24
14981,9981,20230605,9981,58,5,2,36.0,0.0,72.0,13.03,26.06,45.94
14982,9982,20230605,9982,13,5,1,32.0,0.144,27.39,12.3,12.3,15.09
14983,9982,20230605,9982,31,5,1,78.0,0.144,66.77,25.53,25.53,41.24
14984,9983,20230605,9983,5,2,1,28.0,0.0,28.0,9.46,9.46,18.54
14985,9984,20230605,9984,44,2,1,95.0,0.0,95.0,27.97,27.97,67.03
14986,9985,20230605,9985,24,2,1,46.0,0.0,46.0,16.18,16.18,29.82
14987,9986,20230605,9986,15,2,2,32.0,0.1945,51.55,12.11,24.22,27.33
14988,9987,20230605,9987,13,1,1,32.0,0.1295,27.85,12.3,12.3,15.55
14989,9987,20230605,9987,52,1,1,26.0,0.1295,22.63,10.02,10.02,12.61
14990,9988,20230605,9988,14,1,1,32.0,0.0,32.0,12.47,12.47,19.53
14991,9989,20230605,9989,51,1,1,26.0,0.0,26.0,10.17,10.17,15.83
14992,9989,20230605,9989,4,1,2,28.0,0.0,56.0,9.97,19.94,36.06
14993,9990,20230606,9990,1,4,1,28.0,0.0,28.0,10.03,10.03,17.97
14994,9990,20230606,9990,4,4,1,28.0,0.0,28.0,9.97,9.97,18.03
14995,9991,20230606,9991,5,5,1,28.0,0.0,28.0,9.46,9.46,18.54
14996,9991,20230606,9991,6,5,3,28.0,0.0,84.0,10.2,30.6,53.4
14997,9992,20230606,9992,15,5,1,32.0,0.0,32.0,12.11,12.11,19.89
14998,9993,20230606,9993,15,5,1,32.0,0.0,32.0,12.11,12.11,19.89
14999,9994,20230606,9994,17,1,1,32.0,0.0,32.0,12.21,12.21,19.79
15000,9994,20230606,9994,50,1,1,26.0,0.0,26.0,10.12,10.12,15.88
15001,9995,20230606,9995,25,1,1,58.0,0.0,58.0,21.36,21.36,36.64
15002,9996,20230606,9996,17,2,1,32.0,0.0,32.0,12.21,12.21,19.79
15003,9997,20230606,9997,10,3,1,42.0,0.0,42.0,13.38,13.38,28.62
15004,9998,20230606,9998,3,3,1,28.0,0.0,28.0,10.1,10.1,17.9
15005,9999,20230606,9999,21,2,1,46.0,0.1681,38.27,16.0,16.0,22.27
15006,10000,20230606,10000,14,2,2,32.0,0.0,64.0,12.47,24.94,39.06
15007,10000,20230606,10000,31,2,1,78.0,0.0,78.0,25.53,25.53,52.47
15008,10001,20230606,10001,25,5,3,58.0,0.0,174.0,21.36,64.08,109.92
15009,10002,20230607,10002,43,1,1,95.0,0.0,95.0,29.07,29.07,65.93
15010,10002,20230607,10002,17,1,1,32.0,0.0,32.0,12.21,12.21,19.79
15011,10002,20230607,10002,17,1,1,32.0,0.0,32.0,12.21,12.21,19.79
15012,10003,20230607,10003,12,1,1,42.0,0.1162,37.12,13.98,13.98,23.14
15013,10004,20230607,10004,28,1,1,58.0,0.1708,48.09,20.09,20.09,28.0
15014,10005,20230607,10005,58,3,2,36.0,0.0,72.0,13.03,26.06,45.94
15015,10006,20230607,10006,49,1,1,26.0,0.0,26.0,10.54,10.54,15.46
15016,10007,20230607,10007,14,5,1,32.0,0.0,32.0,12.47,12.47,19.53
15017,10008,20230607,10008,47,5,1,95.0,0.0,95.0,28.18,28.18,66.82
15018,10008,20230607,10008,51,5,1,26.0,0.0,26.0,10.17,10.17,15.83
15019,10009,20230607,10009,1,5,1,28.0,0.0,28.0,10.03,10.03,17.97
15020,10010,20230607,10010,10,4,1,42.0,0.0,42.0,13.38,13.38,28.62
15021,10011,20230607,10011,16,5,1,32.0,0.1668,26.66,11.9,11.9,14.76
15022,10012,20230607,10012,1,1,1,28.0,0.0,28.0,10.03,10.03,17.97
15023,10013,20230607,10013,15,5,1,32.0,0.0,32.0,12.11,12.11,19.89
15024,10013,20230607,10013,23,5,1,46.0,0.0,46.0,16.29,16.29,29.71
15025,10014,20230608,10014,26,5,1,58.0,0.0,58.0,20.35,20.35,37.65
15026,10014,20230608,10014,2,5,1,28.0,0.0,28.0,9.75,9.75,18.25
15027,10015,20230608,10015,27,4,1,58.0,0.0,58.0,20.82,20.82,37.18
15028,10016,20230608,10016,19,1,1,46.0,0.0,46.0,16.09,16.09,29.91
15029,10017,20230608,10017,15,1,1,32.0,0.0,32.0,12.11,12.11,19.89
15030,10017,20230608,10017,1,1,1,28.0,0.0,28.0,10.03,10.03,17.97
15031,10018,20230608,10018,27,1,1,58.0,0.0,58.0,20.82,20.82,37.18
15032,10019,20230608,10019,1,1,1,28.0,0.0,28.0,10.03,10.03,17.97
15033,10019,20230608,10019,14,1,3,32.0,0.0,96.0,12.47,37.41,58.59
15034,10020,20230608,10020,2,1,1,28.0,0.0,28.0,9.75,9.75,18.25
15035,10020,20230608,10020,43,1,1,95.0,0.0,95.0,29.07,29.07,65.93
15036,10021,20230608,10021,20,5,1,46.0,0.0,46.0,15.82,15.82,30.18
15037,10022,20230608,10022,39,5,1,68.0,0.0,68.0,22.56,22.56,45.44
15038,10023,20230608,10023,19,3,1,46.0,0.0,46.0,16.09,16.09,29.91
15039,10024,20230608,10024,1,3,1,28.0,0.0,28.0,10.03,10.03,17.97
15040,10024,20230608,10024,26,3,1,58.0,0.0,58.0,20.35,20.35,37.65
15041,10025,20230609,10025,56,3,1,36.0,0.0,36.0,13.26,13.26,22.74
15042,10026,20230609,10026,15,3,1,32.0,0.0,32.0,12.11,12.11,19.89
15043,10027,20230609,10027,1,2,1,28.0,0.0,28.0,10.03,10.03,17.97
15044,10028,20230609,10028,40,1,1,68.0,0.0,68.0,23.47,23.47,44.53
15045,10028,20230609,10028,15,1,1,32.0,0.0,32.0,12.11,12.11,19.89
15046,10029,20230609,10029,15,2,1,32.0,0.0,32.0,12.11,12.11,19.89
15047,10029,20230609,10029,33,2,1,78.0,0.0,78.0,24.55,24.55,53.45
15048,10029,20230609,10029,1,2,1,28.0,0.0,28.0,10.03,10.03,17.97
15049,10030,20230609,10030,14,5,1,32.0,0.0,32.0,12.47,12.47,19.53
15050,10030,20230609,10030,44,5,2,95.0,0.0,190.0,27.97,55.94,134.06
15051,10031,20230609,10031,3,5,1,28.0,0.1937,22.58,10.1,10.1,12.48
15052,10031,20230609,10031,49,5,1,26.0,0.1937,20.97,10.54,10.54,10.43
15053,10031,20230609,10031,25,5,1,58.0,0.1937,46.77,21.36,21.36,25.41
15054,10032,20230609,10032,44,1,1,95.0,0.0,95.0,27.97,27.97,67.03
15055,10033,20230609,10033,51,1,1,26.0,0.0,26.0,10.17,10.17,15.83
15056,10033,20230609,10033,6,1,1,28.0,0.0,28.0,10.2,10.2,17.8
15057,10034,20230609,10034,20,5,1,46.0,0.0,46.0,15.82,15.82,30.18
15058,10035,20230609,10035,3,2,1,28.0,0.0,28.0,10.1,10.1,17.9
15059,10036,20230609,10036,36,5,1,78.0,0.0,78.0,24.23,24.23,53.77
15060,10037,20230610,10037,2,5,1,28.0,0.126,24.47,9.75,9.75,14.72
15061,10037,20230610,10037,8,5,1,42.0,0.126,36.71,13.8,13.8,22.91
15062,10038,20230610,10038,27,5,1,58.0,0.0,58.0,20.82,20.82,37.18
15063,10039,20230610,10039,1,1,1,28.0,0.0,28.0,10.03,10.03,17.97
15064,10040,20230610,10040,5,5,1,28.0,0.2396,21.29,9.46,9.46,11.83
15065,10040,20230610,10040,4,5,1,28.0,0.2396,21.29,9.97,9.97,11.32
15066,10041,20230610,10041,3,5,1,28.0,0.0,28.0,10.1,10.1,17.9
15067,10042,20230610,10042,32,5,1,78.0,0.0,78.0,26.05,26.05,51.95
15068,10042,20230610,10042,16,5,1,32.0,0.0,32.0,11.9,11.9,20.1
15069,10043,20230610,10043,1,5,2,28.0,0.0,56.0,10.03,20.06,35.94
15070,10044,20230610,10044,13,1,1,32.0,0.0,32.0,12.3,12.3,19.7
15071,10045,20230610,10045,40,2,1,68.0,0.0,68.0,23.47,23.47,44.53
15072,10045,20230610,10045,13,2,1,32.0,0.0,32.0,12.3,12.3,19.7
15073,10046,20230610,10046,38,1,1,68.0,0.1457,58.09,23.07,23.07,35.02
15074,10047,20230610,10047,17,2,1,32.0,0.0,32.0,12.21,12.21,19.79
15075,10048,20230610,10048,19,1,1,46.0,0.0,46.0,16.09,16.09,29.91
15076,10049,20230610,10049,1,4,1,28.0,0.0,28.0,10.03,10.03,17.97
15077,10050,20230610,10050,11,1,1,42.0,0.0,42.0,13.28,13.28,28.72
15078,10050,20230610,10050,14,1,1,32.0,0.0,32.0,12.47,12.47,19.53
15079,10051,20230610,10051,6,1,3,28.0,0.1491,71.47,10.2,30.6,40.87
15080,10052,20230610,10052,7,1,1,42.0,0.0,42.0,13.77,13.77,28.23
15081,10053,20230610,10053,13,4,1,32.0,0.0,32.0,12.3,12.3,19.7
15082,10053,20230610,10053,15,4,1,32.0,0.0,32.0,12.11,12.11,19.89
15083,10054,20230611,10054,3,5,1,28.0,0.0,28.0,10.1,10.1,17.9
15084,10055,20230611,10055,50,5,1,26.0,0.0,26.0,10.12,10.12,15.88
15085,10056,20230611,10056,22,4,2,46.0,0.0,92.0,15.44,30.88,61.12
15086,10056,20230611,10056,6,4,1,28.0,0.0,28.0,10.2,10.2,17.8
15087,10057,20230611,10057,13,3,1,32.0,0.0,32.0,12.3,12.3,19.7
15088,10057,20230611,10057,38,3,1,68.0,0.0,68.0,23.07,23.07,44.93
15089,10058,20230611,10058,10,4,3,42.0,0.0,126.0,13.38,40.14,85.86
15090,10059,20230611,10059,1,5,1,28.0,0.0,28.0,10.03,10.03,17.97
15091,10059,20230611,10059,52,5,1,26.0,0.0,26.0,10.02,10.02,15.98
15092,10060,20230611,10060,13,2,1,32.0,0.0,32.0,12.3,12.3,19.7
15093,10061,20230611,10061,18,4,1,32.0,0.0,32.0,11.74,11.74,20.26
15094,10062,20230611,10062,15,5,1,32.0,0.145,27.36,12.11,12.11,15.25
15095,10063,20230611,10063,1,5,1,28.0,0.0,28.0,10.03,10.03,17.97
15096,10064,20230611,10064,26,5,2,58.0,0.0,116.0,20.35,40.7,75.3
15097,10065,20230611,10065,19,3,1,46.0,0.0,46.0,16.09,16.09,29.91
15098,10066,20230611,10066,31,3,1,78.0,0.2226,60.64,25.53,25.53,35.11
15099,10066,20230611,10066,15,3,2,32.0,0.2226,49.75,12.11,24.22,25.53
15100,10066,20230611,10066,14,3,1,32.0,0.2226,24.88,12.47,12.47,12.41
15101,10067,20230611,10067,8,1,1,42.0,0.0,42.0,13.8,13.8,28.2
15102,10068,20230611,10068,2,1,1,28.0,0.0,28.0,9.75,9.75,18.25
15103,10068,20230611,10068,2,1,3,28.0,0.0,84.0,9.75,29.25,54.75
15104,10069,20230611,10069,2,1,2,28.0,0.0,56.0,9.75,19.5,36.5
15105,10069,20230611,10069,49,1,1,26.0,0.0,26.0,10.54,10.54,15.46
15106,10069,20230611,10069,19,1,1,46.0,0.0,46.0,16.09,16.09,29.91
15107,10070,20230611,10070,50,1,1,26.0,0.0,26.0,10.12,10.12,15.88
15108,10070,20230611,10070,43,1,1,95.0,0.0,95.0,29.07,29.07,65.93
15109,10071,20230611,10071,2,3,2,28.0,0.0,56.0,9.75,19.5,36.5
15110,10071,20230611,10071,8,3,1,42.0,0.0,42.0,13.8,13.8,28.2
15111,10071,20230611,10071,13,3,1,32.0,0.0,32.0,12.3,12.3,19.7
15112,10072,20230611,10072,56,1,1,36.0,0.0,36.0,13.26,13.26,22.74
15113,10073,20230611,10073,42,5,1,68.0,0.0,68.0,23.8,23.8,44.2
15114,10073,20230611,10073,19,5,2,46.0,0.0,92.0,16.09,32.18,59.82
15115,10074,20230611,10074,14,5,1,32.0,0.0,32.0,12.47,12.47,19.53
15116,10075,20230611,10075,9,5,1,42.0,0.0,42.0,12.97,12.97,29.03
15117,10076,20230612,10076,56,1,1,36.0,0.0,36.0,13.26,13.26,22.74
15118,10077,20230612,10077,2,1,1,28.0,0.0,28.0,9.75,9.75,18.25
15119,10078,20230612,10078,6,1,1,28.0,0.0,28.0,10.2,10.2,17.8
15120,10079,20230612,10079,2,1,1,28.0,0.0,28.0,9.75,9.75,18.25
15121,10080,20230612,10080,5,1,1,28.0,0.0,28.0,9.46,9.46,18.54
15122,10081,20230612,10081,2,2,2,28.0,0.0,56.0,9.75,19.5,36.5
15123,10082,20230612,10082,17,3,1,32.0,0.0,32.0,12.21,12.21,19.79
15124,10082,20230612,10082,17,3,1,32.0,0.0,32.0,12.21,12.21,19.79
15125,10082,20230612,10082,43,3,1,95.0,0.0,95.0,29.07,29.07,65.93
15126,10083,20230612,10083,14,2,1,32.0,0.0,32.0,12.47,12.47,19.53
15127,10084,20230612,10084,13,2,1,32.0,0.0,32.0,12.3,12.3,19.7
15128,10084,20230612,10084,19,2,1,46.0,0.0,46.0,16.09,16.09,29.91
15129,10084,20230612,10084,13,2,1,32.0,0.0,32.0,12.3,12.3,19.7
15130,10085,20230612,10085,16,5,3,32.0,0.1549,81.13,11.9,35.7,45.43
15131,10086,20230612,10086,15,5,1,32.0,0.2003,25.59,12.11,12.11,13.48
15132,10087,20230612,10087,43,5,1,95.0,0.0,95.0,29.07,29.07,65.93
15133,10087,20230612,10087,22,5,1,46.0,0.0,46.0,15.44,15.44,30.56
15134,10088,20230612,10088,3,5,1,28.0,0.1466,23.89,10.1,10.1,13.79
15135,10089,20230612,10089,52,5,1,26.0,0.0,26.0,10.02,10.02,15.98
15136,10090,20230612,10090,11,3,1,42.0,0.0,42.0,13.28,13.28,28.72
15137,10091,20230612,10091,44,3,1,95.0,0.0,95.0,27.97,27.97,67.03
15138,10092,20230612,10092,55,3,1,36.0,0.0,36.0,13.18,13.18,22.82
15139,10092,20230612,10092,3,3,2,28.0,0.0,56.0,10.1,20.2,35.8
15140,10093,20230612,10093,38,3,1,68.0,0.0,68.0,23.07,23.07,44.93
15141,10093,20230612,10093,26,3,1,58.0,0.0,58.0,20.35,20.35,37.65
15142,10094,20230613,10094,2,1,1,28.0,0.0,28.0,9.75,9.75,18.25
15143,10095,20230613,10095,38,1,1,68.0,0.0,68.0,23.07,23.07,44.93
15144,10095,20230613,10095,50,1,1,26.0,0.0,26.0,10.12,10.12,15.88
15145,10096,20230613,10096,1,5,1,28.0,0.0,28.0,10.03,10.03,17.97
15146,10097,20230613,10097,13,1,1,32.0,0.0,32.0,12.3,12.3,19.7
15147,10098,20230613,10098,15,3,3,32.0,0.0,96.0,12.11,36.33,59.67
15148,10099,20230613,10099,41,2,1,68.0,0.0,68.0,22.99,22.99,45.01
15149,10100,20230613,10100,46,2,1,95.0,0.0,95.0,29.37,29.37,65.63
15150,10101,20230613,10101,54,4,1,26.0,0.0,26.0,10.53,10.53,15.47
15151,10101,20230613,10101,53,4,1,26.0,0.0,26.0,10.62,10.62,15.38
15152,10102,20230613,10102,39,3,1,68.0,0.0,68.0,22.56,22.56,45.44
15153,10102,20230613,10102,49,3,1,26.0,0.0,26.0,10.54,10.54,15.46
15154,10103,20230614,10103,35,2,1,78.0,0.0,78.0,24.89,24.89,53.11
15155,10104,20230614,10104,52,2,1,26.0,0.0,26.0,10.02,10.02,15.98
15156,10104,20230614,10104,14,2,1,32.0,0.0,32.0,12.47,12.47,19.53
15157,10104,20230614,10104,51,2,1,26.0,0.0,26.0,10.17,10.17,15.83
15158,10105,20230614,10105,38,2,1,68.0,0.0,68.0,23.07,23.07,44.93
15159,10106,20230614,10106,13,1,1,32.0,0.0,32.0,12.3,12.3,19.7
15160,10106,20230614,10106,2,1,1,28.0,0.0,28.0,9.75,9.75,18.25
15161,10107,20230614,10107,2,1,1,28.0,0.0,28.0,9.75,9.75,18.25
15162,10108,20230614,10108,49,3,1,26.0,0.0,26.0,10.54,10.54,15.46
15163,10108,20230614,10108,32,3,2,78.0,0.0,156.0,26.05,52.1,103.9
15164,10109,20230614,10109,16,1,1,32.0,0.0,32.0,11.9,11.9,20.1
15165,10110,20230614,10110,18,5,1,32.0,0.0,32.0,11.74,11.74,20.26
15166,10110,20230614,10110,41,5,1,68.0,0.0,68.0,22.99,22.99,45.01
15167,10111,20230614,10111,2,3,1,28.0,0.0,28.0,9.75,9.75,18.25
15168,10111,20230614,10111,28,3,1,58.0,0.0,58.0,20.09,20.09,37.91
15169,10112,20230614,10112,15,1,1,32.0,0.0,32.0,12.11,12.11,19.89
15170,10113,20230614,10113,13,5,1,32.0,0.0,32.0,12.3,12.3,19.7
15171,10114,20230614,10114,49,5,1,26.0,0.0,26.0,10.54,10.54,15.46
15172,10115,20230614,10115,29,4,1,58.0,0.0,58.0,20.28,20.28,37.72
15173,10116,20230615,10116,15,1,1,32.0,0.0,32.0,12.11,12.11,19.89
15174,10117,20230615,10117,16,5,1,32.0,0.0,32.0,11.9,11.9,20.1
15175,10117,20230615,10117,9,5,1,42.0,0.0,42.0,12.97,12.97,29.03
15176,10118,20230615,10118,7,1,2,42.0,0.0,84.0,13.77,27.54,56.46
15177,10119,20230615,10119,20,5,1,46.0,0.0,46.0,15.82,15.82,30.18
15178,10120,20230615,10120,14,3,1,32.0,0.0,32.0,12.47,12.47,19.53
15179,10121,20230615,10121,40,3,1,68.0,0.0,68.0,23.47,23.47,44.53
15180,10122,20230615,10122,3,2,3,28.0,0.0,84.0,10.1,30.3,53.7
15181,10123,20230615,10123,47,5,2,95.0,0.0,190.0,28.18,56.36,133.64
15182,10124,20230615,10124,51,5,1,26.0,0.0,26.0,10.17,10.17,15.83
15183,10124,20230615,10124,31,5,1,78.0,0.0,78.0,25.53,25.53,52.47
15184,10125,20230615,10125,8,2,1,42.0,0.0,42.0,13.8,13.8,28.2
15185,10125,20230615,10125,37,2,1,68.0,0.0,68.0,22.37,22.37,45.63
15186,10126,20230615,10126,55,1,1,36.0,0.0,36.0,13.18,13.18,22.82
15187,10127,20230616,10127,27,1,1,58.0,0.1284,50.55,20.82,20.82,29.73
15188,10128,20230616,10128,1,3,2,28.0,0.0,56.0,10.03,20.06,35.94
15189,10128,20230616,10128,28,3,1,58.0,0.0,58.0,20.09,20.09,37.91
15190,10129,20230616,10129,2,4,1,28.0,0.0,28.0,9.75,9.75,18.25
15191,10129,20230616,10129,38,4,1,68.0,0.0,68.0,23.07,23.07,44.93
15192,10130,20230616,10130,14,5,1,32.0,0.0,32.0,12.47,12.47,19.53
15193,10130,20230616,10130,11,5,1,42.0,0.0,42.0,13.28,13.28,28.72
15194,10130,20230616,10130,50,5,1,26.0,0.0,26.0,10.12,10.12,15.88
15195,10131,20230616,10131,14,1,1,32.0,0.0,32.0,12.47,12.47,19.53
15196,10132,20230616,10132,15,2,1,32.0,0.0,32.0,12.11,12.11,19.89
15197,10133,20230616,10133,50,5,1,26.0,0.0,26.0,10.12,10.12,15.88
15198,10134,20230616,10134,5,1,1,28.0,0.0,28.0,9.46,9.46,18.54
15199,10135,20230616,10135,16,1,2,32.0,0.1449,54.73,11.9,23.8,30.93
15200,10135,20230616,10135,18,1,1,32.0,0.1449,27.36,11.74,11.74,15.62
15201,10135,20230616,10135,17,1,1,32.0,0.1449,27.36,12.21,12.21,15.15
15202,10136,20230616,10136,21,1,2,46.0,0.2154,72.18,16.0,32.0,40.18
15203,10137,20230616,10137,14,1,1,32.0,0.0,32.0,12.47,12.47,19.53
15204,10137,20230616,10137,38,1,2,68.0,0.0,136.0,23.07,46.14,89.86
15205,10137,20230616,10137,16,1,1,32.0,0.0,32.0,11.9,11.9,20.1
15206,10138,20230617,10138,23,1,2,46.0,0.0,92.0,16.29,32.58,59.42
15207,10139,20230617,10139,1,1,1,28.0,0.0,28.0,10.03,10.03,17.97
15208,10140,20230617,10140,16,2,1,32.0,0.0,32.0,11.9,11.9,20.1
15209,10140,20230617,10140,16,2,2,32.0,0.0,64.0,11.9,23.8,40.2
15210,10140,20230617,10140,3,2,2,28.0,0.0,56.0,10.1,20.2,35.8
15211,10141,20230617,10141,15,1,1,32.0,0.0,32.0,12.11,12.11,19.89
15212,10142,20230617,10142,1,3,2,28.0,0.0,56.0,10.03,20.06,35.94
15213,10143,20230617,10143,29,5,1,58.0,0.0,58.0,20.28,20.28,37.72
15214,10144,20230617,10144,50,5,2,26.0,0.0,52.0,10.12,20.24,31.76
15215,10145,20230617,10145,45,5,1,95.0,0.0,95.0,29.45,29.45,65.55
15216,10145,20230617,10145,33,5,1,78.0,0.0,78.0,24.55,24.55,53.45
15217,10146,20230617,10146,15,5,1,32.0,0.1545,27.06,12.11,12.11,14.95
15218,10146,20230617,10146,47,5,1,95.0,0.1545,80.32,28.18,28.18,52.14
15219,10147,20230618,10147,14,5,1,32.0,0.0,32.0,12.47,12.47,19.53
15220,10148,20230618,10148,5,5,2,28.0,0.1521,47.48,9.46,18.92,28.56
15221,10149,20230618,10149,2,5,1,28.0,0.0,28.0,9.75,9.75,18.25
15222,10150,20230618,10150,25,3,1,58.0,0.0,58.0,21.36,21.36,36.64
15223,10150,20230618,10150,25,3,2,58.0,0.0,116.0,21.36,42.72,73.28
15224,10151,20230618,10151,1,4,1,28.0,0.0,28.0,10.03,10.03,17.97
15225,10151,20230618,10151,3,4,1,28.0,0.0,28.0,10.1,10.1,17.9
15226,10152,20230618,10152,24,3,1,46.0,0.0,46.0,16.18,16.18,29.82
15227,10153,20230618,10153,4,3,3,28.0,0.0,84.0,9.97,29.91,54.09
15228,10153,20230618,10153,13,3,1,32.0,0.0,32.0,12.3,12.3,19.7
15229,10153,20230618,10153,49,3,1,26.0,0.0,26.0,10.54,10.54,15.46
15230,10154,20230618,10154,15,5,2,32.0,0.0,64.0,12.11,24.22,39.78
15231,10155,20230618,10155,17,2,1,32.0,0.1608,26.86,12.21,12.21,14.65
15232,10156,20230618,10156,49,1,1,26.0,0.2183,20.32,10.54,10.54,9.78
15233,10156,20230618,10156,33,1,1,78.0,0.2183,60.97,24.55,24.55,36.42
15234,10157,20230618,10157,42,1,1,68.0,0.0,68.0,23.8,23.8,44.2
15235,10158,20230618,10158,14,1,1,32.0,0.0,32.0,12.47,12.47,19.53
15236,10159,20230618,10159,16,1,1,32.0,0.0,32.0,11.9,11.9,20.1
15237,10160,20230618,10160,29,1,2,58.0,0.0,116.0,20.28,40.56,75.44
15238,10161,20230618,10161,1,1,1,28.0,0.2106,22.1,10.03,10.03,12.07
15239,10161,20230618,10161,19,1,1,46.0,0.2106,36.31,16.09,16.09,20.22
15240,10162,20230618,10162,16,1,1,32.0,0.1502,27.19,11.9,11.9,15.29
15241,10163,20230618,10163,6,2,1,28.0,0.0,28.0,10.2,10.2,17.8
15242,10164,20230619,10164,5,5,1,28.0,0.0,28.0,9.46,9.46,18.54
15243,10165,20230619,10165,52,5,1,26.0,0.1165,22.97,10.02,10.02,12.95
